Transaction_ID,Customer_ID,Customer_Name,Customer_Age,Gender,Product_ID,Product_Name,Category,Sub_Category,Price,Quantity,Total_Amount,Discount_Percentage,Discount_Amount,Payment_Method,Transaction_Date,Delivery_Status,Delivery_Date,Region,City,Delivery_Executive,Customer_Rating,AverageRating,Feedback_Comment,FeedbackType,SalesChannel,TotalSales
205a205e-9088-4dbc-88c1-ac637892249f,db317400-34e5-48ed-95aa-856ab3aed5b1,Mason George,46,Other,b73b189d-d1f2-46e1-8395-1a354fb547e5,Position,Groceries,Beverages,225.99,5,960.46,15,169.49,Debit Card,11-05-2024,Cancelled,,West,Mumbai,Dawn Gray,5,3.52,Customer help citizen explain happen employee.,Positive,In-store,3478.38
6cc2304d-9554-4048-85ff-b2663443c6c1,587c6f46-dce6-4deb-aa92-8be6cc4b57f5,Garrett Harrington,31,Female,a5e85e24-5b8c-4a50-8eeb-0537d0ac3edb,Reach,Clothing,Footwear,485.51,7,3058.71,10,339.86,Credit Card,26-02-2024,Delivered,18-01-2024,South,Ahmedabad,Shannon Simmons,1,4.61,Culture south they as meeting whose month.,Positive,Online,2192.27
2d61fe1c-d37a-417b-a5e5-a71ea2ffd05c,b41cfc13-b68d-4ead-9c78-40b03adef9ed,Barry Hernandez,19,Female,a31888da-b1b1-41b8-800a-61e0410385f0,Number,Clothing,Kids' Wear,40.95,4,163.8,0,0,Debit Card,14-05-2024,Cancelled,,West,Chennai,Thomas Cox,3,1.4,Test room bank room.,Positive,Online,4167.34
3795ee27-4f17-40d4-8e39-8082297a12bd,1bd7dc86-0e33-4ec1-b177-cd53d8ac0ac2,Matthew Vasquez,68,Female,cfd98739-cdf1-4fad-81b5-ec8d1802a350,Outside,Electronics,Mobile,124.01,10,992.08,20,248.02,Debit Card,20-09-2024,Pending,,East,Hyderabad,Jeremy Morrison,1,4.36,Difference action shake sport.,Neutral,In-store,2924.52
f2653bbb-200f-40b3-b647-fe4269c8aa8a,3805469a-53f7-4080-b7c6-5ad555bcb4d5,Steven Phillips,37,Female,5b1d4898-07b9-4368-a85e-d6645eb112bd,Blue,Household,Cleaning Supplies,471.85,5,2241.29,5,117.96,Debit Card,11-10-2024,Cancelled,,West,Kolkata,Ralph Gibson,2,2.98,Window long language product.,Positive,In-store,2921.78
d591583d-3157-4e2c-a593-5f2ff8844a8f,ca637664-a445-40ba-a5d8-dfeb7158eb54,Eric Ramirez,67,Other,6160d865-eb0c-4024-bbd1-1ef77310a614,Thousand,Personal Care,Oral Care,437.6,7,3063.2,0,0,Wallet,19-03-2024,Delivered,18-01-2024,South,Ahmedabad,Nancy Cunningham MD,1,2.53,Big time soon church indicate reality language.,Positive,Online,657.63
7a19f8db-87ae-4625-9317-4bbb7d5e652e,5c52b6dd-0c65-449b-b341-efe02128933d,Melissa Underwood,67,Male,f197fe9a-3ff4-484c-9f44-e667f7a321ff,Coach,Household,Kitchenware,388.37,1,310.7,20,77.67,UPI,26-04-2024,Cancelled,,West,Mumbai,Victoria Walker,3,2.48,Process read possible bring yourself.,Neutral,Online,1323.39
a1bc233e-6e9b-4055-88b4-f139b1f5d732,1389a527-9f4f-4326-9638-32ef47908627,Christine Williams,34,Female,605d97c4-93df-449e-b865-3668e98865e7,Country,Household,Kitchenware,405.53,10,3447.01,15,608.29,Cash on Delivery,15-11-2024,Delivered,12-01-2024,South,Mumbai,Lauren Byrd,4,4.23,Indicate investment last community.,Negative,Online,2177.04
45c793b6-92e8-4cbd-9af0-e5d269c85d14,3dbb24e3-fade-4f97-8f7c-e83379d266a0,Mark Campos,56,Other,3340cc4a-3b2b-4464-beca-14d627efe103,Wish,Household,Cleaning Supplies,132.01,8,1003.28,5,52.8,Credit Card,09-09-2024,Out for Delivery,,South,Kolkata,Brooke Jenkins,4,3.76,Individual network enjoy field maintain in voice.,Negative,Online,1046.2
cc2ca93f-8c0f-423c-990f-3f549af76631,c967b533-8a80-48f2-80fb-2e43f323caae,Dana Harris,18,Male,56ee8de3-876c-4299-a2d3-b927df92889d,Soon,Groceries,Beverages,480.89,2,961.78,0,0,Cash on Delivery,27-01-2024,Pending,,East,Mumbai,Brooke Jenkins,5,2.94,Life term themselves letter prevent.,Negative,In-store,1999.64
9100a9e7-65ff-45ad-8c30-77803616fa5d,c7d17065-2021-4e44-a89f-ca6648a33e9a,Taylor Williams,26,Female,33c7002b-6e57-422e-a549-bd685690e97c,Drug,Groceries,Fruits,327.25,7,2061.67,10,229.08,Wallet,29-02-2024,Pending,,South,Delhi,Ashley Clayton,5,1.05,People common box brother hear itself.,Positive,Online,3478.77
acf3524d-4e61-4a3d-be8f-a975bcf11df4,edb0421f-d5f6-4b71-a13c-8b49c9bef414,Ashley Wilson,35,Female,1ad6b183-02fa-476f-8594-66455c15fcfb,Four,Household,Kitchenware,157.88,1,142.09,10,15.79,Cash on Delivery,08-07-2024,Out for Delivery,,West,Kolkata,Amanda Curtis,2,3.81,Plan exist such dinner gas decade.,Positive,In-store,2667.74
dd8db988-823a-440a-bd72-628d75475a36,f0cc3e32-80b3-4efb-9312-92ace2a0f156,Katelyn Roach,21,Male,7a6c57f1-f162-4b50-ba13-c5d3ada6c009,Job,Personal Care,Oral Care,214.69,10,2039.55,5,107.35,Credit Card,13-02-2024,Out for Delivery,,West,Pune,Darren Clark,1,3.55,Lay happen environmental six final.,Neutral,Online,1964.96
c9995e1f-3a12-49e4-91f4-da00c02b2ab6,5a5000b1-3ec1-4374-8228-cc03df8a377e,Gregory Morris,49,Other,c5bc7c16-49b5-4da6-8f5d-7e271e2b2bdd,Can,Personal Care,Skin Care,184.21,10,1842.1,0,0,Wallet,07-11-2024,Pending,,West,Mumbai,Ryan Stanley,5,4.08,Dark at wall organization class free.,Negative,Online,4450.9
395ad152-2985-4619-b4cf-c8e49e66205a,767ac39e-948d-4772-b4a9-1225a612151c,Terry Thomas,42,Female,aaa1c5cf-16c9-4bdc-a28b-c55409fe1f50,Alone,Electronics,Laptop,152.79,3,435.45,5,22.92,Wallet,09-09-2024,Out for Delivery,,East,Hyderabad,Victoria Walker,2,1.94,Law sure scene decide response.,Neutral,Online,2432.39
e041b575-dc7f-4004-a084-9dc0de9c29bc,50bdd7aa-c3f9-49e1-b69a-c435343ef662,Jill Medina,43,Male,e695f10c-3d0d-44bc-8b7e-a6fd72134846,Eat,Electronics,Mobile,311.01,5,1555.05,0,0,UPI,22-11-2024,Pending,,East,Pune,Michael Hernandez,5,3.35,Watch society admit second peace however show.,Negative,Online,1439.18
fea9747f-d8f4-4326-9234-2fa8c937af1b,1608103c-ea89-42ca-929d-5f2ecdb88816,Lee Myers,38,Female,f1c4a499-2712-4546-b243-2d06575d2113,Boy,Clothing,Footwear,334.09,3,801.82,20,200.45,Cash on Delivery,05-02-2024,Cancelled,,East,Ahmedabad,Dr. Christopher Woods,5,4.68,Sound section agent wrong wish practice standard.,Negative,Online,2727.95
17adaa9b-ca6f-4e01-8a03-177ed453e379,04e3a96d-6f41-420d-98d4-c295acf16395,Michael Mosley,55,Female,64ac1826-608c-4a2a-a083-c65ae2babdf9,Tv,Groceries,Fruits,254.6,9,2291.4,0,0,Debit Card,10-06-2024,Out for Delivery,,North,Ahmedabad,Samantha Hogan,1,4.19,Term budget worker civil hot figure wonder.,Positive,In-store,796.88
708380b1-34c5-4c2f-b711-e4ad9254c416,ee6de66e-6f6d-4352-8519-57a98c653b0b,Christine Robertson,70,Other,434b25a1-1163-4313-86d6-e9729f8bd457,Others,Clothing,Men's Wear,91.32,6,547.92,0,0,Cash on Delivery,15-02-2024,Delivered,12-09-2024,West,Chennai,Thomas Cox,2,2.05,Light today work recognize partner myself us.,Positive,In-store,1086.79
1391ebcd-7e02-435c-82f3-844af66588c0,36fb00c9-3580-4804-b9b6-97cd3100a74f,George Mathis,40,Female,374b6e84-8239-48b9-bfee-4cf959237667,Campaign,Personal Care,Hair Care,253.97,7,1600.01,10,177.78,Debit Card,14-05-2024,Delivered,28-11-2024,West,Kolkata,Daniel Smith,3,2.89,Cultural third early suggest light federal six top.,Negative,Online,1351.94
df08479d-c2c4-4cb4-8162-0b4681c14bb7,cf9620c4-ac75-45b0-8cf1-2009dc6f50d2,David Solis,62,Male,b137f2da-2291-49a6-a1a8-0fcd6c92074a,Describe,Groceries,Fruits,274.1,9,2096.86,15,370.04,Cash on Delivery,06-09-2024,Pending,,East,Kolkata,Christopher Hernandez,3,4.99,Although door night expect girl wide feeling create.,Positive,In-store,4933.34
d2ba0724-eebc-4216-9380-7c452d740f38,c71ecd62-b25e-4d2f-a10e-6dcd6d40980f,Beth Arias,20,Female,a0f13afe-8683-4099-8ab1-85f4503c3c4b,Poor,Electronics,Mobile,408.55,8,3104.98,5,163.42,Cash on Delivery,25-05-2024,Pending,,West,Chennai,Dr. Christopher Woods,2,2.03,The onto run shake chair hotel.,Neutral,Online,4893.43
ee356aec-8ee0-4aa8-bf7a-abc0eddc5878,db7c971a-8792-4b42-9772-c083eabda8bf,Lawrence Klein,55,Other,4f4d3e8d-f951-4f53-aace-de6345f68cbe,Development,Clothing,Women's Wear,295.01,2,501.52,15,88.5,UPI,11-04-2024,Delivered,31-05-2024,South,Ahmedabad,Shannon Simmons,5,2.29,American their top fear relate might lead sit.,Positive,Online,854.03
8f95ec49-b766-4344-947a-2ea821c42459,fcc5287e-824b-4dae-a580-aa80acc19ce5,Randy Kidd,55,Female,9f2a602a-8cdd-47eb-a718-6cf5d41ec799,Leave,Household,Furniture,200.2,7,1261.26,10,140.14,Debit Card,29-10-2024,Pending,,North,Hyderabad,David Holmes,1,1.03,Various science bill whose decision experience I discover.,Neutral,In-store,4373.57
82f8bfe4-7745-4225-8792-99f6ce9bb50c,07d9ff30-8a3d-49dc-a062-e26acfc87f21,Maria Gomez,57,Female,2563e53e-76bb-4a33-b02a-2bae4e69d985,Bank,Clothing,Men's Wear,377.14,1,320.57,15,56.57,Debit Card,30-05-2024,Cancelled,,West,Pune,Dr. Justin Payne MD,4,2.51,Recognize world president decision race.,Neutral,In-store,4433.5
fb202647-f317-4281-8fc1-cb550ab638ce,41c6d9a4-307a-42f7-88e9-259d81f4e8b4,Gabriel Watson,28,Other,68175077-0fcb-4255-af69-02510a40fd16,Century,Groceries,Vegetables,430.15,6,2322.81,10,258.09,Wallet,22-01-2024,Cancelled,,North,Delhi,Victoria Walker,3,4.65,Character day spring include government determine run.,Neutral,Online,2167.58
f5c8a9fa-3158-4f48-a9e7-8f4805603c57,f2f937d3-f148-49f3-955c-ada46b91737e,Kimberly Jones,50,Male,b2d72fd2-3acb-4d97-9dbe-ed6d6a4d592a,Employee,Household,Furniture,431.64,2,690.62,20,172.66,Debit Card,24-01-2024,Out for Delivery,,East,Chennai,Kyle Ingram,1,2.42,Short recognize guy leave year.,Neutral,Online,3778.67
6f70677d-f3b1-4a82-8e50-a300ebdcb2d7,cc801ded-c173-4a16-a631-c80eeb863469,Madison Schmidt,49,Other,427e44fa-350c-4edc-9bd6-73272de638a2,Discover,Electronics,Laptop,369.49,7,2069.14,20,517.29,Cash on Delivery,27-08-2024,Pending,,South,Delhi,Isaiah Washington,5,2.61,Summer factor bank TV from performance.,Negative,In-store,2881.35
c1eb57e3-6b6c-4f81-8322-b665db373110,b9e724df-860f-4109-a79d-665149c61e45,Shannon Rhodes,43,Other,bac4dc07-1e15-4bad-8ad4-4d5995fb8f68,Manage,Electronics,Laptop,327.26,9,2798.07,5,147.27,Wallet,29-10-2024,Delivered,21-07-2024,East,Chennai,Ashley Clayton,4,2.69,Attorney establish art down property oil.,Negative,In-store,2439.74
6bbc4ea7-916a-4ef2-b4bf-29e7c00170dd,c65a7536-395f-4799-8b47-79f684af9dae,Rachel Warren,47,Female,af699556-c4df-4fb1-b7f3-24bc8b8d35bb,Cover,Clothing,Footwear,231.39,2,416.5,10,46.28,Debit Card,23-08-2024,Pending,,South,Bangalore,Ronald Schmidt,3,1.52,Culture rest society.,Negative,Online,3837.12
8d89060d-d160-4e8f-aea0-d2dba7f0c1db,c7db4754-bd84-47e4-9e6f-8a155fafd9b7,Joseph Phillips,63,Male,0269a87d-b5d9-46a2-bd0c-b018e6738de5,Often,Household,Decor,22.94,4,91.76,0,0,Debit Card,09-06-2024,Pending,,East,Delhi,Thomas Cox,5,1.41,Value example outside player.,Negative,Online,4978.1
6891deed-315c-4d87-9d08-ceb7def36921,ac57ad2c-aa48-4da0-9b27-52766f7ef150,Christy Davis,40,Male,66aedc03-00f3-4b22-b878-a912dccedb77,Certainly,Clothing,Women's Wear,214.07,6,1027.54,20,256.88,Debit Card,05-07-2024,Out for Delivery,,South,Delhi,Lauren Coleman,3,4.05,Major view change idea road program.,Negative,Online,3049.22
75469734-ba98-40b4-acd6-a84399d62516,c9242c42-cadc-4a26-9402-4007358760f2,Todd Chang,61,Male,0c6101a0-a46c-44dd-afcb-32b292abf466,Growth,Groceries,Beverages,145.18,5,580.72,20,145.18,Debit Card,16-09-2024,Delivered,13-07-2024,West,Hyderabad,Alicia Johnson,5,4.26,Medical age cut.,Positive,In-store,3392.97
2af339cf-10bc-4b65-a936-4ffd313d0fac,e0c701df-da34-4f8d-958f-b229597bbf83,Danny Anderson,22,Male,d7bb7eb7-fe61-4490-9705-c16fb14486db,Discussion,Personal Care,Hair Care,140.01,6,798.06,5,42,Cash on Delivery,10-09-2024,Out for Delivery,,North,Chennai,Nathaniel Estrada,3,3.61,Approach theory former attention firm health center.,Neutral,Online,3351.14
3c0fb980-6537-467c-ba90-35067dcd6646,0e288355-fb24-4461-91fe-d97e6f0dad1a,Stephen Roach,65,Female,d1716c68-cafc-4724-8889-f1f4b6667ab1,Activity,Household,Cleaning Supplies,343.89,7,2046.15,15,361.08,Debit Card,13-05-2024,Cancelled,,South,Kolkata,Brooke Jenkins,1,1.91,Especially key this interview child glass management.,Positive,Online,154.92
1b078779-0174-432d-9839-42b0099ff29c,e31bbd60-3ab6-4602-832b-69c6aba79b5e,Tiffany Maldonado,36,Male,05067339-1fc3-4f9d-8e22-90d3fa1c0894,Activity,Personal Care,Skin Care,449.92,8,3059.46,15,539.9,Debit Card,24-10-2024,Pending,,West,Ahmedabad,Scott Patterson,5,4.53,Than better society another performance.,Neutral,In-store,3612.85
37216c0f-4128-4630-9298-b34df79abb33,e48cef1f-a632-4c3e-965a-b746ab175377,Jason Walter,33,Female,2aee3663-4ce1-4350-b5a7-9dfe6b78184a,Short,Groceries,Beverages,267.41,4,909.19,15,160.45,Wallet,15-04-2024,Out for Delivery,,North,Bangalore,John Harper,2,1.92,He hand read specific son already.,Positive,In-store,3192.58
8e033263-c471-4dd7-8a06-a00f27c98e85,d464f0c4-ca8e-408e-bb28-12eb29f5f9f7,Lori Gordon,26,Female,ae956d7c-585d-4caf-ad03-d6d9c6202f2a,Former,Household,Kitchenware,248.7,1,211.4,15,37.3,Cash on Delivery,22-12-2024,Cancelled,,South,Kolkata,Kayla Murphy,2,3.68,At trial make follow concern crime baby church.,Positive,Online,4205.68
a1c67fdb-62bd-4217-86d1-e0b04af524c9,7e5cc7b7-22a1-4621-a435-7c40813a747f,Michael Taylor,18,Other,33a261aa-6d47-4281-a87a-8421872b0845,House,Personal Care,Skin Care,73.4,5,367,0,0,UPI,15-03-2024,Cancelled,,West,Bangalore,Diana Jones,2,2.3,Writer subject majority.,Negative,In-store,4520.8
d1ab85f0-827d-4210-bacb-54c4e12f02f7,2c8abf1c-d1c5-4776-83e3-09fcc1e9e83d,Edwin Griffin,23,Female,67f6035c-377f-44e8-abd0-ce74a3e0715f,Item,Electronics,Mobile,329.09,6,1875.81,5,98.73,Cash on Delivery,20-01-2024,Delivered,25-04-2024,East,Chennai,Christopher Hernandez,2,1.37,City quality trouble night.,Negative,In-store,658.94
d71cca2c-7531-4fe6-aaae-b9e7be3b3bd1,64618190-c754-4c0f-8717-fb2cfbbba45d,Andrew Jones,38,Other,a96cc389-061e-482a-90d5-ad5b42741dfb,Base,Groceries,Fruits,374.99,5,1781.2,5,93.75,Credit Card,13-12-2024,Out for Delivery,,East,Hyderabad,Amanda Curtis,3,3.99,Front coach late edge material room strategy.,Negative,Online,2432.24
5d06b82f-22a7-433e-8aeb-72ce897283c0,5c8bd1f4-f725-4b77-9b65-5157d47e7587,Richard Mcknight,64,Female,6bed44ec-3dc9-4be2-bc4f-84d02008ec6f,Short,Groceries,Snacks,269.06,8,1937.23,10,215.25,Debit Card,19-11-2024,Cancelled,,East,Kolkata,Steven Wright,3,3.44,Admit contain whole dark.,Positive,In-store,770.08
21c7d278-0945-4103-9770-5fe66d781579,5c1f3a3b-600f-47f3-8c4b-d824487ba633,Karen Melton,42,Female,8296b01f-100f-4758-bc87-15d59c691666,Discuss,Electronics,Mobile,18.49,7,110.02,15,19.41,UPI,06-01-2024,Cancelled,,East,Chennai,Diana Jones,5,3.5,Difference also build probably evening often.,Positive,Online,3063.5
875a9c7b-174c-45b5-b8cc-cd1ba842b8ce,859d858f-14ee-4345-96f0-8f2a89b29c89,Joe Hale,59,Other,79180f42-6630-4d45-a611-87797cc37a9e,Call,Clothing,Women's Wear,100.69,1,95.66,5,5.03,Debit Card,14-09-2024,Out for Delivery,,South,Ahmedabad,Hannah Horne,5,4.85,Tax at move ready.,Negative,Online,535.8
2ecb1e4f-33e4-4b93-9f3b-2c32f64a34a5,43874ddb-b022-4bb1-93eb-cb6a323e3168,Jessica Hogan,48,Other,b61a89f2-d237-4a22-8256-f2579f412a92,Enjoy,Electronics,Accessories,330.8,3,893.16,10,99.24,UPI,27-10-2024,Pending,,West,Chennai,Harold Mckenzie,1,3.21,Determine push bag half against.,Neutral,Online,317.32
51cae7b6-cbed-47a5-9639-45e2ecf5700c,f84e77a3-5d90-412a-b6bf-36b65a1bcdbc,David Reeves,68,Other,9cee21ee-fe82-4b23-854a-5a4896a64198,Wife,Household,Kitchenware,221.76,2,354.82,20,88.7,Wallet,21-12-2024,Delivered,17-07-2024,South,Mumbai,Gina Thomas,1,3.58,Property out animal religious born such.,Positive,In-store,3984.53
9a7c56d6-ac23-4328-925a-d08980f25ac3,a1295233-1478-4f0b-9155-53a750ed25a7,Mr. Todd Morales,44,Female,8e29befe-867f-41fd-a33f-5f3918db87aa,Their,Household,Kitchenware,61.5,6,369,0,0,Credit Card,26-03-2024,Delivered,26-07-2024,West,Chennai,Keith Gill,3,4.67,Century she magazine.,Neutral,Online,1394.1
747aaa9f-fdd1-4058-8308-08206096a82e,33803592-a79f-44f3-908f-48382904ef8d,Ivan Henderson,51,Other,3f8e00af-fa12-4a46-a39a-b8cd6cee17e1,Because,Clothing,Men's Wear,102.85,9,786.8,15,138.85,Debit Card,06-05-2024,Delivered,27-10-2024,West,Mumbai,Timothy Fernandez,4,1.83,Arrive catch despite pattern local quite.,Negative,In-store,1349.85
fcc4817e-d9ed-449f-a5df-ffdf2f391d4a,b533f2b2-9ac7-4930-9b0d-ab715c991af9,Terry Morales,18,Male,885f9875-1388-4e65-b7ad-1d18a1a8da4d,After,Household,Furniture,476.45,9,3430.44,20,857.61,Wallet,10-10-2024,Cancelled,,North,Bangalore,Vanessa Hernandez,3,3.99,Century want performance.,Positive,In-store,2689.06
1dbec7ec-5298-4eb8-bd06-2b95c888c8ba,388c3527-2bcf-48b0-a756-7b0082fcb4a4,Juan Smith,25,Female,dce7a1d2-1503-4677-900e-374cc6ce8914,Many,Personal Care,Hair Care,493.03,6,2958.18,0,0,Debit Card,30-06-2024,Delivered,16-09-2024,South,Mumbai,Jeremy Morrison,3,4.37,Care seven bed apply reason.,Neutral,In-store,3182.96
786babb2-8506-4b6b-bfe7-226f8d7232bd,324a840f-b13c-4a4a-87a0-29e9f1c34571,Susan Gibbs,24,Other,f383a172-49fc-4faf-8dad-788008d6b842,TRUE,Household,Decor,69.77,8,474.44,15,83.72,Wallet,15-06-2024,Out for Delivery,,East,Hyderabad,David Moore,3,3.87,Development statement real many.,Positive,In-store,2159.63
3bc68df6-f96c-471d-8729-9e1be414906f,5bca5eb1-ae92-4c98-98c4-3c9c2177d4dd,Jeffrey Glover,54,Other,09a1966d-529d-496c-b0e0-d9a78d16c5aa,TRUE,Personal Care,Oral Care,127.35,10,1018.8,20,254.7,Debit Card,29-02-2024,Out for Delivery,,North,Chennai,Victoria Walker,4,1.4,Room billion tend create eight word.,Neutral,In-store,1901.85
492aab52-c6bf-4672-9661-a7fef863a50d,9cd55edd-f4c4-4ea5-bb6c-01d52df3474e,Lauren Huber,52,Other,603140c2-bd79-4a09-bbba-c9df40f41be2,Provide,Household,Furniture,329.37,1,296.43,10,32.94,Cash on Delivery,01-10-2024,Out for Delivery,,North,Pune,Thomas Cox,3,4.03,Work protect card fish.,Neutral,In-store,2328.18
f64da2ca-85e0-49fa-9363-b8b115ee0655,8cb66257-384c-440f-b901-1d7bc75b8bda,Steven Murphy,52,Male,6a09ec0f-4b34-430b-b0fe-11eadc409286,Kid,Electronics,Mobile,144.08,1,115.26,20,28.82,UPI,09-12-2024,Pending,,West,Pune,Kyle Young,3,2.3,North direction fall type true.,Negative,In-store,4242.04
57c16fdf-128d-4a9d-8c2f-001a680ba03f,091e16ca-7c83-4834-9638-518588df9141,Eric Gonzalez,24,Other,92000e30-84ba-48e2-b56d-bf838752417f,Her,Personal Care,Oral Care,267.96,3,803.88,0,0,Cash on Delivery,19-10-2024,Pending,,East,Kolkata,Lauren Byrd,1,1.11,Education produce change Mr himself stage.,Positive,Online,4268.35
64c1355a-87db-4789-bdb7-dd86dff8805e,91229e09-4191-445b-818c-434708a68c75,Crystal Lindsey,28,Male,09514805-e4da-4cde-b389-7337f3d60b4f,Return,Personal Care,Hair Care,48.5,9,349.2,20,87.3,Debit Card,10-07-2024,Pending,,South,Ahmedabad,Angela Meadows,4,4.54,Coach article own college recently technology.,Negative,In-store,955.09
85769d5a-b056-47ec-bb25-474efdb9b502,bf4e5fa3-56d7-4707-89f0-1de860de3d8c,Trevor Heath,44,Female,01664c3f-f1ae-409a-a338-df39c9f00164,Trouble,Groceries,Beverages,394.91,2,631.86,20,157.96,Wallet,12-09-2024,Cancelled,,East,Ahmedabad,Kyle Ingram,5,4.93,Can fact above argue fund thousand.,Positive,Online,3599.35
e15e6251-d9c5-4a04-87be-38d14fdef504,41083091-815f-4d1f-93e9-e18dca20e213,Michelle Williams,22,Female,79053407-5e51-4e6a-ae1f-33ac6e3518f3,Red,Groceries,Beverages,154.93,4,495.78,20,123.94,Cash on Delivery,05-06-2024,Cancelled,,North,Mumbai,Jason Reed,3,1.86,Method state successful themselves hit result light.,Neutral,Online,4370.97
451bd134-faa6-41ec-a97e-09f6d52ab4d8,1840259a-4179-49ae-8ac6-37043e1b2a7c,Ashley Martinez,27,Female,dc3989bd-cd5a-4687-a9a1-02438ac7cb76,Talk,Clothing,Kids' Wear,438,4,1664.4,5,87.6,Debit Card,17-04-2024,Cancelled,,South,Kolkata,Angela Meadows,2,1.12,Box difference reveal attack specific food sort.,Negative,In-store,2484.53
5169dafe-4ba5-40f1-8688-a62d62902eed,ae860fa7-7e30-48b2-8a33-98ad61b3a4c1,Brian Salas,49,Female,c9ce4c9f-dd98-446e-bed3-94ffba08ff29,Head,Clothing,Footwear,176.52,7,988.51,20,247.13,Debit Card,20-07-2024,Cancelled,,West,Chennai,Shannon Simmons,3,3.77,It lot edge head author foot which organization.,Positive,In-store,2007.99
fba20954-4896-4b37-b259-40b6dc544fb7,eca39f95-a9ce-4b97-b550-367a6a119708,Pamela Day,26,Female,f541b4b9-6c54-48a7-b1ea-0e7f15c351e1,Drive,Personal Care,Skin Care,415.12,2,788.73,5,41.51,Cash on Delivery,14-07-2024,Delivered,26-08-2024,East,Kolkata,Angela Meadows,4,2.15,Across will book director.,Positive,Online,233.53
49bc6f11-8180-47a7-b431-ae5b7d97e0ce,14e196aa-8bec-49ea-bd74-434e5e92209d,Travis Boyd,62,Male,5063581f-be39-4603-b8d3-3517878a6ac6,Source,Personal Care,Skin Care,360.37,2,576.59,20,144.15,Wallet,27-06-2024,Pending,,West,Bangalore,Hannah Horne,4,3.33,Tough drop whole hand deep result beat.,Negative,Online,3536.71
7f594faa-ffc6-4535-89fe-ab28a7469e97,0bd8f6a5-7847-4898-880c-811c79bdfb2b,Nathan Peterson,57,Male,bb0c3e5c-c6d5-4dad-a10d-ba29f33fbcbb,Indeed,Personal Care,Skin Care,470.36,2,893.68,5,47.04,UPI,10-03-2024,Out for Delivery,,West,Kolkata,Scott Patterson,4,3.56,Clear however day partner talk manager game.,Negative,In-store,2533.7
280a1c83-6820-4052-b63c-8408083e5db6,0b9c275a-548b-4bb3-a5c6-3cfcb19f036b,Paul Nunez,33,Female,655cd8d1-6626-4916-8e89-c4c7580fc418,Huge,Household,Furniture,51.27,2,92.29,10,10.25,Cash on Delivery,09-03-2024,Cancelled,,West,Ahmedabad,Kyle Young,4,3.38,Final charge cost Mr college here.,Neutral,Online,2282.11
c267b27d-653d-4aea-b683-1fe1d4721477,9a4b268c-635b-4f58-80d0-d99c0bc611ae,Beth Moore,40,Male,58f22108-bc2f-4c0d-a0ea-8c2ef050a023,Expert,Household,Kitchenware,180.34,6,1082.04,0,0,Wallet,06-02-2024,Out for Delivery,,North,Hyderabad,Daniel Smith,4,4.55,Prove bad leader surface.,Positive,In-store,4240.29
d934a1b5-a55d-4212-b1d8-1c547558d671,fc0fdd4d-3bf7-45b1-bd36-1735ec339733,James Wong,47,Male,79346895-0f95-4b7b-9b21-cf571a0c924d,Note,Groceries,Beverages,353.75,10,2830,20,707.5,Wallet,29-03-2024,Cancelled,,West,Mumbai,Diana Jones,5,2.87,Ask positive college first set easy indicate value.,Positive,Online,1094.86
01fce09c-ac0c-4ba0-bde8-630fc578432b,d39ffe53-28e5-475d-be7f-3eaf2b27ee03,Nancy Davis,43,Other,5d306a6e-3a43-4037-8b01-9d9c69bc2e21,Cause,Electronics,Accessories,471.56,9,3607.43,15,636.61,Cash on Delivery,30-04-2024,Pending,,West,Delhi,Steven Wright,4,3.78,Than administration even two last whom north base.,Positive,Online,3457.88
6e333bf9-3d78-4929-b36c-e92895ac8312,5df3d759-53f3-450f-930f-0e7a190ce612,Shane Williams,52,Other,323e5ab3-012a-4a35-b4d7-05a1832d0f67,We,Electronics,Home Appliances,463.94,10,4407.43,5,231.97,UPI,17-05-2024,Delivered,02-05-2024,South,Pune,Daniel Smith,5,3.16,Resource subject avoid car dream plant whose.,Positive,Online,3970.21
2c9ea178-0521-40ad-8879-10d40f1938f9,6532cfc6-5559-42ea-901f-99a064bedaf0,Mr. Derek Dean,59,Male,18e79bb9-44bd-41aa-a234-f275a5746114,Pick,Electronics,Mobile,487.21,10,4384.89,10,487.21,Debit Card,29-01-2024,Pending,,South,Mumbai,David Holmes,4,4.09,Water rather day apply paper into.,Neutral,Online,3201.17
322bb750-94e9-40c9-af3f-a8118ea9d0a2,0dff69e2-5deb-4df6-a2bd-d613f633fd89,Brittney Patton,55,Other,c7d118c2-6fe5-416c-b51a-f91a91468886,Wide,Personal Care,Skin Care,94.55,6,453.84,20,113.46,Credit Card,15-05-2024,Cancelled,,North,Pune,Ashley Nelson,5,3.86,Movie they evening material now.,Negative,In-store,2594.83
75b13c8e-50be-49c6-bab7-b498421e3ab3,27b8c04e-c75c-4e53-b91f-0679481aec48,Cassie Melton,64,Other,ad2d37cf-8ab9-4837-951e-0b5304cc8f6f,Fine,Personal Care,Oral Care,434.28,3,1302.84,0,0,Wallet,06-09-2024,Cancelled,,North,Pune,Kayla Murphy,5,1.97,Pressure thought probably eight important receive.,Positive,Online,1384.53
